seconds,scenario_count,binary_cells,separation_rounds,solver_status,relative_gap,relaxed_objective,direction_feasible_objective,date,scenario_expected_emergency_cost,scenario_mean_final_soc,max_direction_violation_kwh,method
0.0884702000039396,6,0,0,0,9.090616961488796e-05,59193.39408095688,59198.77561489392,2025-01-14,45.32286780312859,4183.887143810847,0.0,fixed_direction_LP_with_global_relaxation_bound
0.1233435000031022,7,0,0,0,0.0002580941618478,59020.99926880939,59036.23617670407,2025-01-15,37.47412626243987,3738.633629087221,0.0,fixed_direction_LP_with_global_relaxation_bound
0.1465452999982517,8,0,0,0,0.0005700011022982,59287.079794669975,59320.89276893759,2025-01-16,104.04320680125608,3408.7627920847526,0.0,fixed_direction_LP_with_global_relaxation_bound
0.165742199998931,9,0,0,0,0.0002858810727847,59246.179700472,59263.12190533887,2025-01-17,77.72242924384321,3182.316065591873,0.0,fixed_direction_LP_with_global_relaxation_bound
0.1815306999997119,10,0,0,0,0.0003410130986773,54879.10433326961,54897.82521075538,2025-01-18,126.0480305768745,3876.5487146019104,0.0,fixed_direction_LP_with_global_relaxation_bound
0.2207362999979523,11,0,0,0,0.0003137272097774,54398.41975637219,54415.49137665045,2025-01-19,119.87883418500232,4412.222680404267,0.0,fixed_direction_LP_with_global_relaxation_bound
0.2361806999979308,12,0,0,0,0.0002865543792757,58210.9466117493,58227.63199469224,2025-01-20,88.39223709536462,4153.055777576218,0.0,fixed_direction_LP_with_global_relaxation_bound
0.2717774000047939,13,0,0,0,0.0003630760823192,58158.187906393134,58179.311422856576,2025-01-21,123.9815734800844,3950.1853060709054,0.0,fixed_direction_LP_with_global_relaxation_bound
0.312480400003551,14,0,0,0,0.0004143264387752,57498.10551480098,57521.938374679215,2025-01-22,126.13121295247964,3785.917493494928,0.0,fixed_direction_LP_with_global_relaxation_bound
0.3854226999974344,15,0,0,0,0.001426991421379,57861.613671537096,57944.299690112704,2025-01-23,216.7575578533604,3629.7253291471966,0.0,fixed_direction_LP_with_global_relaxation_bound
0.3837806999945314,16,0,0,0,0.0027858873168434,58131.71873259097,58294.11958097817,2025-01-24,386.74111269502265,3454.235602731599,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4381971999973757,17,0,0,0,0.0029855153250259,53761.50453502912,53922.49095814824,2025-01-25,455.4500414076474,3869.0214970907223,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4589112999965437,18,0,0,0,0.0030311203031833,53180.72173404352,53342.4089929628,2025-01-26,459.6607270123851,4194.546967497713,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4611599999989266,19,0,0,0,0.0020856579926457,57029.56662956565,57148.75939637048,2025-01-27,300.7578328972964,4035.154497888397,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4891904000032809,20,0,0,0,0.0022117222582575,56529.87478068266,56655.18030400662,2025-01-28,328.42249470375407,3900.629168499284,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5468897999962792,21,0,0,0,0.0014924151301998,56994.006715741925,57079.192566347534,2025-01-29,305.9796613804837,3776.749097994654,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5189604999977746,21,0,0,0,0.0015456626189593,55881.0709621556,55967.57795527476,2025-01-30,268.6575794722806,3774.371511759002,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5544315000006463,21,0,0,0,0.0016232257718032,55461.7539476947,55551.92726770898,2025-01-31,286.19775392103736,3764.6075984933714,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5657854999953997,21,0,0,0,0.0016759051233632,51338.0532450312,51424.23538457725,2025-02-01,306.4894722218317,3768.068040617039,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5226932000005036,21,0,0,0,0.0016805073116859,50885.405392471606,50971.06263591567,2025-02-02,300.568795248042,3791.94566596866,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5848838999954751,21,0,0,0,0.0016110748854565,53667.13950547967,53753.74080729364,2025-02-03,270.17108462891184,3818.8363499697657,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5050526999984868,21,0,0,0,0.001628187821441,53363.785577134506,53450.81354078773,2025-02-04,269.8513094368616,3843.376106207764,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4414732000004733,21,0,0,0,0.0015640193556993,52962.941946530096,53045.90677146128,2025-02-05,268.5891825737715,3846.5125676927,0.0,fixed_direction_LP_with_global_relaxation_bound
0.52687159999914,21,0,0,0,0.0016949951716807,52791.86345171319,52881.49733436618,2025-02-06,262.5271893471452,3861.446940339277,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4798295999935362,21,0,0,0,0.0015916828713009,52308.51041931415,52391.9017118638,2025-02-07,216.37944075007536,3868.693762730169,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5026039000003948,21,0,0,0,0.0016909211643293,47919.18009891991,48000.34489800305,2025-02-08,249.144524275987,3861.95827577553,0.0,fixed_direction_LP_with_global_relaxation_bound
0.4888827000031597,21,0,0,0,0.0016980719218442,47639.6024065284,47720.63547772569,2025-02-09,241.2681116095897,3865.6279789348287,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5049934999988182,21,0,0,0,0.0013900917338216,51543.24334181299,51614.9929168079,2025-02-10,245.21894487574292,3873.741154960919,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5015970000022207,21,0,0,0,0.0013549083511273,51003.99589078262,51073.19538973493,2025-02-11,276.2696578067782,3853.7860617256415,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5307294999947771,21,0,0,0,0.0013384062948516,50356.621156547306,50424.10910158115,2025-02-12,273.37036671309363,3834.165791354432,0.0,fixed_direction_LP_with_global_relaxation_bound
0.5347371000025305,21,0,0,0,0.0018662898642897,49744.02084479376,49837.03119097176,2025-02-13,410.07489026027673,3826.1061615363215,0.0,fixed_direction_LP_with_global_relaxation_bound
